	author	comment
938	Joseph Schneider	Her pain in this song..
939	MUHARREM SEKMEN	BİLMEZ BİLDİRİR.
940	MUHARREM SEKMEN	MADDE MECBURİ DÜŞÜNÜLÜR.
941	MUHARREM SEKMEN	MERKEZDEN ALGILANIR.
942	MUHARREM SEKMEN	HATA SÜREÇTE SÖYLEMDE OLABİLİR.
943	Michael	In her prime. Agnetha was just a dream, an absolute dream-any hetero guy's fantasy.
944	MUHARREM SEKMEN	TAM VURGUSU BELLİ BİR HATA.
945	rosemary montojo	Its our behaviors immorality reputation dignity to giving fully respect to the others and all kings, even they treated us a jerk or not their tribes, thats the rules law of GOD, 🙏🙏🙏🤲🤲🤲
946	MUHARREM SEKMEN	SINIRSIZLAR BİR ÇOK OLUR.
947	Obi-Wan Kenobi	Who else came from Better Call Saul?
948	MUHARREM SEKMEN	ÖZNE TEKTİR BOYUTSUZ YAPIDIR.
949	MUHARREM SEKMEN	BİLGİ AÇIK BOŞLUKTA BULUNUR.
950	MUHARREM SEKMEN	İRRASYONEL BİR SAYI DEVAMEDER.
951	MUHARREM SEKMEN	BENİ DÜŞÜNDÜREN HEP RUS.
952	Edson Augusto	I found this song because of Jimmy and Chuck
953	AVL	Как же прекрасна и гениальна эта песня, произведение искусства! На мой взгляд лучшая песня за всю историю человечества... такие эмоции вызывает, такое благородство, никакого секса..
954	pascal lindemann	je ne veux pas parler I don't wanna talk À propos des choses que nous avons traversées About things we've gone through Même si ça me fait mal Though it's hurting me Maintenant c'est de l'histoire Now it's history J'ai joué toutes mes cartes I've played all my cards Et c'est ce que tu as fait aussi And that's what you've done too Rien d'autre à dire Nothing more to say Plus d'as à jouer No more ace to play Le gagnant remporte tout The winner takes it all Le perdant est petit The loser's standing small A côté de la victoire Beside the victory C'est son destin That's her destiny j'étais dans tes bras I was in your arms Pensant que j'appartenais là Thinking I belonged there J'ai pensé que c'était logique I figured it made sense Me construisant une clôture Building me a fence Me construisant une maison Building me a home Pensant que je serais fort là-bas Thinking I'd be strong there Mais j'étais un imbécile But I was a fool Jouer selon les règles Playing by the rules Les dieux peuvent lancer un dé The gods may throw a dice Leurs esprits aussi froids que la glace Their minds as cold as ice Et quelqu'un ici bas And someone way down here Perd quelqu'un de cher Loses someone dear Le gagnant prend tout (prend tout) The winner takes it all (takes it all) Le perdant doit tomber (doit tomber) The loser has to fall (has to fall) C'est simple et c'est clair (c'est tellement clair) It's simple and it's plain (it's so plain) Pourquoi devrais-je me plaindre ? Why should I complain? (Pourquoi se plaindre ?) (Why complain?) Mais dis-moi, est-ce qu'elle embrasse But tell me, does she kiss Comme si je t'embrassais ? Like I used to kiss you? Est-ce la même chose Does it feel the same Quand elle appelle ton nom ? When she calls your name? Quelque part au fond de moi Somewhere deep inside Tu dois savoir que tu me manques You must know I miss you Mais que puis-je dire ? But what can I say? Les règles doivent être respectées Rules must be obeyed Les juges décideront (décideront) The judges will decide (will decide) Les goûts de moi demeurent (moi demeurent) The likes of me abide (me abide) Spectateurs du spectacle (du spectacle) Spectators of the show (of the show) Toujours rester bas (rester bas) Always staying low (staying low) Le jeu est recommencé (recommencé) The game is on again (on again) Un amant ou un ami (ou un ami) A lover or a friend (or a friend) Une grande chose ou une petite (grande ou petite) A big thing or a small (big or small) Le gagnant prend tout (prend tout) The winner takes it all (takes it all) je ne veux pas parler I don't wanna talk Si ça te rend triste If it makes you feel sad Et je comprends And I understand Tu es venu me serrer la main You've come to shake my hand Je m'excuse I apologize Si ça te fait mal If it makes you feel bad Me voyant si tendu Seeing me so tense Pas de confiance en soi No self-confidence Mais tu vois But you see Le gagnant remporte tout The winner takes it all Le gagnant remporte tout The winner takes it all Alors le gagnant prend tout So the winner takes it all Et le perdant doit tomber And the loser has to fall Jette les dés, froid comme la glace Throw the dice, cold as ice En bas ici, quelqu'un de cher Way down here, someone dear Prend tout, doit tomber Takes it all, has to fall Et c'est clair, pourquoi se plaindre ? And it's plain, why complain?
955	Allan Lincoln	1:42 Já lavei👍🏻
956	MUHARREM SEKMEN	BEN YAKINLARI ALGILADIM.
957	Neslihan H. Sütpideler Köksal	I don't wanna talk About things we've gone through Though it's hurting me Now it's history I've played all my cards And that's what you've done too Nothing more to say No more ace to play The winner takes it all The loser's standing small Beside the victory That's her destiny I was in your arms Thinking I belonged there I figured it made sense Building me a fence Building me a home Thinking I'd be strong there But I was a fool Playing by the rules The gods may throw a dice Their minds as cold as ice And someone way down here Loses someone dear The winner takes it all (takes it all) The loser has to fall (has to fall) It's simple and it's plain (it's so plain) Why should I complain? (Why complain?) But tell me, does she kiss Like I used to kiss you? Does it feel the same When she calls your name? Somewhere deep inside You must know I miss you But what can I say? Rules must be obeyed The judges will decide (will decide) The likes of me abide (me abide) Spectators of the show (of the show) Always staying low (staying low) The game is on again (on again) A lover or a friend (or a friend) A big thing or a small (big or small) The winner takes it all (takes it all) I don't wanna talk If it makes you feel sad And I understand You've come to shake my hand I apologize If it makes you feel bad Seeing me so tense No self-confidence But you see The winner takes it all The winner takes it all So the winner takes it all And the loser has to fall Throw the dice, cold as ice Way down here, someone dear Takes it all, has to fall And it's plain, why complain?
958	MUHARREM SEKMEN	DURUMLARI BİRAZ ABARTMIIŞOLBİLİRİM.
959	MUHARREM SEKMEN	ÇOKUN DENGİ ÇOKTUR.
960	MUHARREM SEKMEN	IŞIK HEM ZAMANA HEM ZAMANSIZLIK OLAN AN A AÇIKTIR. ZAMANSIZLIK AN BU ŞEYDİR ŞEY NESNE. DİR. NESNE ÇOKLUDUR. ZAMAN SÜREÇTİR. SÜREÇ HİÇŞEYSİZ BİRDİR
961	MUHARREM SEKMEN	BEN ORTAK GERÇEK HAKKINDA KONUŞABİLİRİM. ORTAK OLMAYAN GERÇEK HAKKINDA KONUŞAMAM. ORTAK OLMAYAN GERÇEK VAR SAYILIR.
962	THE WINNER WILL TAKE IT ALL	24.03.2012r. = data szczególna ; 18.12.2017 r. ( dokładnie 44 lata ) = Przepraszam za swoje grzechy i przepraszam za grzechy innych ludzi = przy Kapliczce.
963	MUHARREM SEKMEN	ÖZNE DE İKİRCİLİK BULUNMUYOR.
964	MUHARREM SEKMEN	SENDEN KURTULAMIYORUM.
965	Francesco Modafferi	CIAO MIO GRANDISSIMO AMICO, MI HAI VOLUTO BENE ED IO TE NE HO VOLUTO.
966	Brad Redford	I feel like they are trying to close a business deal...
967	Gamer Masta	Better call saul brought me here
968	MUHARREM SEKMEN	SEN KAOSİ N DİLİNİ ARIYORSUN KOASİN KOASİN DİLİ BİLİNMEZ.
969	MUHARREM SEKMEN	BİLMİYORUM BEN ALTIYA(6) AŞIĞIM.
970	MUHARREM SEKMEN	BİR ZORUNLULUĞUNMU VAR.
971	Rosa Penna	Brividi infiniti
972	Zangief ☭	Listening to this song in 2022?
973	MUHARREM SEKMEN	NE YAPSAM BELİRLİYORUN.
974	MUHARREM SEKMEN	ÖZNE HAREKET OLARAK BİLİNİR BİRŞEYDİR. ÖZNEYE GÖRÜNÜR DERKEN HATA YAPABİLİRİM.
975	MUHARREM SEKMEN	BİRDE KAPALI MADDE OLUYOR.
976	MUHARREM SEKMEN	BİRDE KAPALI MADDE OLUYOR.
977	Shishir Bhandari	McGill brothers brought me here.
978	MUHARREM SEKMEN	HATA TAMDÜZELTİLMEYEBİLİR ASLA DEĞİL.
979	MUHARREM SEKMEN	BEN UZAKLARI DUYDUM.
980	MUHARREM SEKMEN	BEN SON BULDUM. BELKİ DEVAMETMEYECEK. ZERRO. SFIR DİR. SEVGİYLE KAL. GERÇEKTE MUAMMA OLMUYOR.
981	MUHARREM SEKMEN	BOŞLUKTA KAPALILIK BULUNMUYOR. BİLGİ BOŞLUKTA BULUNUYOR.
982	Mr.Szyszka	Whp else is here because of better call saul?
983	MUHARREM SEKMEN	ÇOK HIZLI KAPALI BİR PARÇACIK UZAYI BÖLER.
984	MUHARREM SEKMEN	EVRENSEL SIFIRI ARAYABİLİR.
985	MUHARREM SEKMEN	MADDE İÇUZAYDIR.
986	MUHARREM SEKMEN	DAHA DOĞRU BİLİNÇSİZLİK BİLİNÇSİZLİĞİ
987	Tarek Salem	Better call saul episode 10 season 3 😘♥️
988	MUHARREM SEKMEN	BEN SADECE BEN. BAŞKA BİRŞEY ASLA. BEN BENDEN BAŞKA BİRŞEY DEĞİL. BEN BEN BEN BAŞKA DEĞİLİM. BEN DEĞİLİM. BAŞKA.
989	MUHARREM SEKMEN	FARKLILIK YOKLUKTUR. SIFIR YOKLUKTUR.
990	Tri Hasta	end : 2019 start : 2022
991	MUHARREM SEKMEN	BU KİBİRDİR.
992	Fabrice Gauglin	;)
993	MUHARREM SEKMEN	TAM BİR ÇOK.
994	potato	We all here from better call Saul 💔
995	MUHARREM SEKMEN	KİŞİ KAOS TA OLABİLİR.
996	MUHARREM SEKMEN	POZİTİFİZM. EKSİ SIFIR DÜŞÜNÜLEMEZ.
997	MUHARREM SEKMEN	BELİRSİZ YERDEYİM.
998	ابن العراق	2022/12/31 Happy new year 😊
999	MUHARREM SEKMEN	DÜŞÜNCE KENDİM.
1000	efrain Fabricio Ramos Cruz	Magica , oerfecta y divina son angekes de Dios los que cantan, gracias ABBA, por esta joya del arte musical, buena para el cerebro. Saludoa des San Isidro de Soledad Ecuador Fabricio Ramos.
1001	Karen Cimino	I love this song .my heart was jaded
1002	Scott Gauthier	Angnetha's vocals here are STUNNING❤️
1003	S Manonmani	Masterpiece...🥰
1004	Yunan Zambrano Mayorga	Me emociona tanto esta canción 🎶🥹☺️😍🥰😘
1005	evilmonkeywithissues	I just learned the context behind this song recently (I was born a little over a decade after the peak of their popularity, but ABBA has always been a guilty pleasure of mine despite being a self-professed metalhead), and these must have been the most terrible circumstances to perform under despite claims from the group that it didn't feel weird or out of place to perform a song about their collective divorces.
1006	Green Gnomo	So,so,so nice experience to see you all back on stage💖
1007	Brandon the shapeshifter	LOVE LOVE LOVE THIS SONG
1008	handan afacan	Müziğin müzik olduğu..dansın dans olduğu..sanatın sanat olduğu yıllar.. dünya sizi çok özlüyor..zira yeryüzü büyüsünü kaybetti..❤❤❤❤🌷🇹🇷🇹🇷🇹🇷🇹🇷
1009	MUHARREM SEKMEN	HER AYNILIK ESKİMİŞTİR. ÖLÜM ESKİDİR. GERÇEKTE HEP YENİLİK VARDIR.
1010	MUHARREM SEKMEN	BELKİ YAŞAMDA BİR ÇIĞLIK SESİ. HAYIR ÇIĞIRIYORUM. BİLİNMEZLİKTE ÇIĞIRIYORUM.
1011	Majest Bosset	Listen in 2022 good music live forever ❤
1012	BadBoy	와 이노래가43년이나됬다니 대박
1013	MUHARREM SEKMEN	YAŞAMDA MUCİZELER VAR. YAŞAM DEĞİŞİR BİLİYORSUN DEĞİŞEBİLDİĞİ KADAR.
1014	Katanga 416	Chi vince prende tutto.... è proprio vero,la vita insegna!!
1015	katy&Concy Balbo	41 anni di canzone,ma pur sempre un capolavoro!
1016	MUHARREM SEKMEN	SEN DEĞİŞEMİYORSUN. DOĞRULAR DEĞİŞMEZ. . ANCAK YALANLAR DEĞİŞİR.
1017	D_dizzYdrake	I was 0 days old when this came out 😔 it was a good song I heard in the pasy
1018	MUHARREM SEKMEN	GERÇEKTE GÜZELLİK BULUNMAZ. GÜZELLERİ YALANLAR UYDURUR. TERSİ DE DOĞRU.
1019	MUHARREM SEKMEN	SINIRSIZ YAKLAŞTIKÇA YAŞAM DEVAM EDER.
1020	MUHARREM SEKMEN	AKILLARA DURGUNLUKVEREN. BU NASIL BİRŞEY.
1021	Joseph Clasen	The only things me and my older sister can agree on is liking ABBA and the BG's! At least that could be a start?
1022	borna 001	Bravo, Vince!
1023	MUHARREM SEKMEN	YALNIZ ÇOCUK BULUNMAZ HİÇBİRZAMAN O BİR PERİ. PERİLERE İNAN NE OLURSUN.
1024	MUHARREM SEKMEN	HAYIR BİLMEYECEKSİN. ÖYLE GEREKİYOR. YAŞAMDA SIR VAR. SIRRA İNANACAKSIN. İNANMADAN BAŞKA ÇARE YOK YAŞAMA İNANANACAKSIN.
1025	MUHARREM SEKMEN	DÜŞÜNCENİN ASLI BİLİNMEZLİKTİR.
1026	Alicja Halczuk	😍💜💝👌
1027	MUHARREM SEKMEN	ÖYLE BÜYÜK SANIYORUM. GERÇEKTE MERAKEDİLMEDEN HİÇBİRŞEY YAPILAMAZ. . HEP İLKETKİ MERAKTIR.
1028	MUHARREM SEKMEN	YAŞAMDA HERŞEY VAR BİLİYORSUN.
1029	Екатерина Борматенкова	"Эти слова решили всё!☕☕💖ключ к разгадке всего ""дела""☕☕🎶🎶🎶💝💝💝💝💝💝💝💝💝💝💝💝💝"
1030	MUHARREM SEKMEN	ANCAK GÜZELLER DEĞİŞİR. GÜZEL OLDUĞUNU İDDA EDİYORSUN.
1031	MUHARREM SEKMEN	GERÇEĞİ ÖNEMLİ KILAN ONUN ÇEŞİTLİLİĞİDİR.
1032	MUHARREM SEKMEN	HER NEREDEN YAKLAŞIRSAN YAKLAŞ. YALNIZLAR UZAKLAŞIR.
1033	MUHARREM SEKMEN	O KAÇIYOR GERÇEKTE HERŞEY ONU KOVALIYOR. SEN KADERE AĞLAMIYORSUN.
1034	MUHARREM SEKMEN	ZAMANDA AÇIK BOYUTLAR VAR.
1035	MUHARREM SEKMEN	ÖYLEYSE AKIL MERAK DUYGUSUDUR. BİLME DUYGUSU AKILDIR. MERAK BİLME DUYGUSUDUR. BİLİNMEME DUYGUSUDA MERAKTANDIR. İNSAN ZATEN BİLDİĞİNİ MERAK ETMEZ. İNSAN BİLMEDİĞİNİ MERAKEDER. İNSANLAR MERAKEDER. İNSAN MERAK ETTİRİR.
1036	MUHARREM SEKMEN	ÖYLEYSE BELLİ OLMAYAN DÜŞÜNÜLEMEZ. ANCAK BELLİ HERŞEY DÜŞÜNÜLÜR. SINIRLAR BELLİDİR. ÖYLEYSE BELLİOLMAYAN HARŞEY DÜŞÜNÜLEMEZ. GERÇEKTE BELLİ OLMAYANLAR. OLABİLİR. İŞTE BU DÜŞÜNÜLEMEZ.
1037	MUHARREM SEKMEN	GERÇEK NE BELLİ DEĞİLDİR. SEN GERÇEĞİ BELLİ SANIYORSUN.
1038	MUHARREM SEKMEN	KİŞİ MERAKINI GİZLER SAKLAR. DİĞERİ AÇIĞAVURUR. GÜÇLÜ VARSAYIMDIR.
1039	Filiz Ayin	Ingilizce bilmiyorum ama okadar güzel duygu ile yorumlamiski
1040	MUHARREM SEKMEN	HAYIR TAM TANIMLANAMAZ GERÇEKTE ÖLÜMDE VARDIR.
1041	MUHARREM SEKMEN	HER KOMEDİ BİR DEPRESYON. HER KOMEDİ BİR YAŞAM KORKUSU.
1042	MUHARREM SEKMEN	GERÇEK DEHŞET SAÇAR. DEHŞET TEN KORKMUYORSUN.
1043	MUHARREM SEKMEN	GÜZELLER YALAN SÖYLEMEZ BİLİYORUM.
1044	MUHARREM SEKMEN	SAÇMALIK OLAN OLMAYAN BİRŞEYDİR.
1045	MUHARREM SEKMEN	YAŞAMDA SIR DEĞİL BİLİNMEZLİKTE BİLMELİSİN. BİLİNMEZLİKTEN BİLİNMELİSİN.
1046	MUHARREM SEKMEN	ÇOÇUKLARIN ASLI BİLİNMEZLİKTİR.
1047	MUHARREM SEKMEN	SINIRSIZ IRAKLAŞTIKÇA YAŞAM BAŞLAR.
1048	MUHARREM SEKMEN	YAŞAMDA HATALAR VARDIR. HATALAR ÇÖZÜLÜR.
1049	MUHARREM SEKMEN	GÜZELLER CESARET VERİR ÇİRKİNLER KORKUTUR. YALANLAR KORKUTUR. DOĞRULAR CESARET VERİR.
1050	MUHARREM SEKMEN	SAÇMALIĞI DÜŞÜNDÜKÇE MUTLU OLUYORUM.
1051	MUHARREM SEKMEN	İNSAN NEDEN MERAKETTİĞİNİ BİLEMEZ. NEDEN BİLDİĞİNİ BİLMEDİĞİ GİBİ İNSAN NEDEN BİLDİĞİNİ BİLMEDİĞİ GİBİ NEDEN BİLMEDİĞİNİDE BİLEEMEZ. KENDİMDEN YOLA ÇIKIYORUM. HERŞEY BANA SORUN. AÇIKLIYORUM.
1052	MUHARREM SEKMEN	BEN MERAKETTİKLERİMİ BİLİYORUM. MERAKETMEDİKLERİMİ BİLMİYORUM. MERAK BİLME BİLİNME DUYGUSUDUR. ÖYLEYSE HERŞEY MERAKTANDIR. İNSANDA MERAK OLDUĞU SÜRECE BİLİR. BAŞKALARI NEYİ MERAKEDER BİLMİYORUM. MERAK DUYGUSUNUN ASLI BİLİNMEZ.
1053	MUHARREM SEKMEN	YALANI ELLERİMİZ AYAKLARIMIZ SÖYLER.
1054	MUHARREM SEKMEN	GERÇEKTE DEĞİŞİM VARDIR. DEĞİŞİM DEĞİŞİME BAŞKA DEĞİŞİR.
1055	Seni Mendes	Casei com essa musica
1056	MUHARREM SEKMEN	İNSANI ZORLAYAMAZSIN.
1057	MUHARREM SEKMEN	YALAN NE BELİRLENEN NE BELİRLENEMEYEN DAVRANIŞTIR. BEN TAM BELİRSİZ DERSEM YALAN SÖYLEMEM. TAM BELİRLİ DERSEM YİNE YALAN SÖYLEMEM. BU DURUMDA YALAN TAM OLMAYAN DURUMU PERDELEMEK İÇİN SÖYLENİR.
1058	MUHARREM SEKMEN	SAÇMALIK NE DİYORSUN. SAÇMALIK OLUR BİR ŞEY DEĞİLDİR. HEP OLMAZ BİRŞEYDİR.
1059	MUHARREM SEKMEN	İNSAN KONUŞUR. BİR ŞEYİ DÜŞÜNMEDEN. HAYIR TAM DÜŞÜNMEDEN. İNSAN EKSİK DÜŞÜNÜR. ONDAN İNSAN HATA İŞLER.
1060	MUHARREM SEKMEN	DÜŞÜNMENİN SIRRINI ARIYORSUN. DÜŞÜNÜYORSUN. ANCAK SINIRLARDA DÜŞÜNÜRSÜN. SINIRLARÖTESİNDE DÜŞÜNEMEZSİN. SINIRLAR SUÇTUR. DÜŞÜNMEK SUÇ İŞLER BİLMİYORSUN.
1061	MUHARREM SEKMEN	SAÇMALIK OLAN BİRŞEY DEĞİLDİR.
1062	MUHARREM SEKMEN	GERÇEKLER ELE AVUCA GELİR ELE AVUCA GELMEYENİ SANA ELE AVUCA GETİREREK İSPAT EDEMEM. BU İNSANIN ANLAYIŞINA BAĞLI.
1063	MUHARREM SEKMEN	HER NERDEN YAKLAŞIRSAN YAKLAŞ YALNIZ BİRTANE. O YALNIZ BİR ÇOCUK.
1064	kim thomas	She looks so sad :( this is truly when the weren’t together anymore. And Björn wrote it
1065	MUHARREM SEKMEN	YAŞAMDA AŞK ARIYORSUN. AŞK KARŞILIKSIZ BİLMİYORSUN.
1066	MUHARREM SEKMEN	GERÇEKTE DE MERAK VARDIR. GERÇEKTE SENİ MERAK EDİYOR. MERAKTA ZORLANMA YOK BU GERÇEĞİN MERAKIDIR.
1067	MUHARREM SEKMEN	BEN YOKLUĞUMU DİLİYORUM. SEN VARLIĞINI DİLİYORSUN.
1068	MUHARREM SEKMEN	İNSAN GERÇEKTEN DELİ OLURMU. GERÇEKTEN ÇELİŞEN DELİDİR.GERÇEK DLİLERİN ÇARESİ YOK.
1069	MUHARREM SEKMEN	GERÇEĞİ BİLEN YALANIN SIRRINI BİLİR. MECBURUM. YALANIN SIRRINI VEREMEM.
1070	MUHARREM SEKMEN	GERÇEKLER AYNI OLSAYDI GERÇEĞİN NE ÖNEMİLİ GERÇEK NE SIKICI OLURDU.
1071	MUHARREM SEKMEN	BEN BİLME SEBEBİNİ BİLİNME SEBEBİNİ MERAĞA BAĞLARIM. BİLİNMEME BİLMEME SEBEBİNE GELİNCE ONU MERAKSIZLIĞA BAĞLARIM. BELKİ BİR VARSAYIM. FAKAT GÜÇLÜ BİR VARSAYIM. DOĞRUYSA BUNA SAYGI DUYARIM. İNSAN BİLİNMEME İÇİN GÖRÜNEBİLİR. BİLİNME YE KARŞI HAREKETLE.
1072	MUHARREM SEKMEN	YAŞAMDA TARİF YOK BİLİYORUM.
1073	MUHARREM SEKMEN	SADECE İNANIYORSUN. SENİ GERÇEK İNANDIRIRIR. İNANMAK SANMAKTIR. GERÇEK SENİ SANDIRIR. KİM SANDIĞININGERÇEK OLMADIĞINI SÖYLER. DÜRÜSTÇE SÖYLESİN. SANMANIN SINIRLARI VAR. DÜŞÜNMEKTİR. HERŞEY BELLİ OLDUĞUNDAN İBARET DÜŞÜNÜLÜR HERŞEY. BELLİOLMADIĞINDAN İBARET DÜŞÜNÜLEMEZ.
1074	MUHARREM SEKMEN	İNSAN MERAK UYANDIRABİLİR. MERAKSÖNDÜREBİLİR. BU DOĞALDIR.
1075	MUHARREM SEKMEN	BİR UMUDUM BAĞLIYORUM. BELKİ DEĞİŞİR.
1076	MUHARREM SEKMEN	BİR UMUDUM BAĞLIYORUM. BELKİ DEĞİŞİR.
1077	Alejandro Pandolfo	🥂🌹💐👏☀️❤️
1078	MUHARREM SEKMEN	YALVARIRIM YALNIZ BİR ÇOCUK ADINA ÇOCUKLARA ACI. ÇOCUKLARA İYİ DAVRAN.
1079	MUHARREM SEKMEN	ÇEKEÇEKE SONUNU GETİREMİYORSUN. ÇEKTİKÇE ÇOCUK KAÇIYOR. SEN ÇOCUĞU KOVALIYORSUN. KADERDE ÇOCUK YALNIZ. İSTEMEDEN ÇOCUĞU RAHATSIZ EDİYORSUN.
1080	MUHARREM SEKMEN	BAŞKALARININ SORUNU TAM NE BİLMİYORUM. İNSAN MERAK SIZ YAŞAYABİLİR SAYGI DUYARIM.
1081	MUHARREM SEKMEN	ÇOCUKLAR YALNIZ YAŞAR ANLAMALISIN. GERÇEKTE BULUŞMA İSTİYORSUN. YALNIZLIĞIN SIRRINI VEREMEM. SEN YALNIZ DURMAZSIN.
1082	MUHARREM SEKMEN	BAŞKALARI NEYİ MERAKEDER BİLMİYORUM. SEVGİ MERAK DUYGUSUDUR.
1083	MUHARREM SEKMEN	HER YÖNDEN FARKLI FARKLI GELİYORUM. HER YÖNDEN YAKLAŞIYORUM FARKLI. ANLADIĞINDA. ZIDDINA GİDİYORUM. HAYIR. SÜREKLİLİK ZIDDINA. HEP AYNILIK ARIYORSUN. GERÇEKTE HİÇBİRZAMAN AYNILIK VAR MI BİLMİYORSUN. BEN KENDİMİ DEĞİŞTİREBİLİRİM GERÇEĞİ DEĞİŞTİREBİLİRİM DİYORSUN. HEP DEĞİŞİM NE BİLMİYORSUN. OLDUĞUN GİBİSİN BİLİYORUM. OLMADIGİOLANI BİLMİYORSUN.
1084	MUHARREM SEKMEN	IŞIK ZAMANDA GELİR ZAMANDA GİDER IŞIK SANA GELİR.
1085	MUHARREM SEKMEN	GÖZLERİMDEN HERKES KAÇAR BENİM. SEN KAÇARSIN. HAYIR GÖZLERİME BAKAMAZSIN. BEN GÖZLERİMİ HEP KAÇIRIRIM. SEN GÖZLERİMİ ARIYORSUN. GÖZLERİMİN SIRRINI BİLMİYORSUN.
1086	MUHARREM SEKMEN	GERÇEKTE YALAN BULUNMAZ. YALAN GERÇEKLERİN BİLİNMEDİĞİDİR. HAYIR YALAN GERÇEKTEN YARATMALARDIR.
1087	MUHARREM SEKMEN	GERÇEKTE BİR ÇIKIŞ ARANIR. GERÇEĞE ÇIKIŞ VERENE GERÇEK ÇIKIŞ VERİR.
1088	MUHARREM SEKMEN	HATA KİMDE BİLMİYORUM. ARTIK HERŞEYE İHTİMAL VERİYORUM. BİR İNSAN HEP YALNIZDIR KENDİNE GÖRE NEYİN DAVASINDA. İNSAN NEYİN ORTAKLIĞINDA. İNSAN GÜVEN SAÇIYOR. ACI GÜVEN VERMİYOR. BİLMİYORSUN. BİLMİYORSUN. BAŞKA ŞEYLER DENDE BAŞKA BİR ŞEY. HİÇ UMULMAYAN BİRŞEY. BELKİDE HİÇ UMULMAIYACAK.
1089	MUHARREM SEKMEN	SEN ÖZGÜR OLDUĞUNU İDDA EDİYORSUN. ANCAK GÜZELLER ÖZGÜRDÜR.
1090	MUHARREM SEKMEN	YAŞAMDA AYRILIK ACI VERİYOR. SINIRSIZ YAKLAŞIMDA SINIIR SON BULUYOR.
1091	MUHARREM SEKMEN	İNSANI ARIYORSUN İNSAN ÖZGÜRDÜR. ÖZGÜR ZORLADIĞINDA YALAN UYDURUR.
1092	MUHARREM SEKMEN	ZAMANDA AÇIKLIK VAR. AÇIKLIKTAN NE VAR BİLMİYORSUN.
1093	MUHARREM SEKMEN	İNSAN ÇILDIRDIĞINDAN DÜŞÜNÜR.
1094	MUHARREM SEKMEN	YAŞAMDA KOMEDİ VAR BOŞLUKTA.
1095	MUHARREM SEKMEN	GERÇEKTE BİR AÇIKLIK ARIYOFUM.
1096	MUHARREM SEKMEN	HİÇBİR TAM YALAN SÖYLEMEZ. YALANI EKSİKLER UYDURUR. YALAN AYNILIK DEĞİL ONA UYDURMADIR.
1097	MUHARREM SEKMEN	MERAKLI İNSAN KORKUTUR.HERŞEYİ BİR ANDA BİLMEK İSTER. GERÇEKTE KORKUTUR. O YÜZDEN MERAKÇIDAN SIR SAKLANIR. . MERAKLIYI DAHA MERAKLANDIRMAK İÇİN. YERİZAMANI GELDİĞİNDE BİLDİRMEK İÇİN.
1098	MUHARREM SEKMEN	YALAN ZORLAYICI GERÇEKLERE KARŞI SÖYLENİR. YALAN KABULLENİLİR.BU NORMAL. . BU İNSANIN ÖZGÜR DOĞASIDIR. İNSANIN ÖZGÜR DOĞASI VARDIR.
1099	MUHARREM SEKMEN	SONSUZ GİBİ PATLAMALARDAYIM. SONSUZ GİBİ ÇÖKMELERDE. GİTGİDE GERÇEK BIKAR BİLİYORUM. GERÇEK GİTGİDE BIKTIRIR. YİNE BİLİYORUM.
1100	john e Lawler	IMHO their best
1101	MUHARREM SEKMEN	GERÇEKTE HAKKINDA BİLGİM OLMADIĞIM BİR ŞEY KONUSUNDA BİLMEDEN YALAN SÖYLEYEBİLİRİM. YALAN GERÇEĞE BİR BENZETMEDİR. YALAN HİÇ YOKTAN SÖYLENMEZ.
1102	Tiago Peres	🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷
1103	MUHARREM SEKMEN	GERÇEKTE SEVDİĞİMİ SANIYORSUN NEYİ BİLMİYORSUN.
1104	MUHARREM SEKMEN	İNSAN NEDEN ANORMAL SORULMAZ GERÇEKLER GERÇEKLERE AÇIK. SADECE ÖYLE.
1105	MUHARREM SEKMEN	YAŞAMDA ÇARE ARANIR.
1106	Mario Spoldi	Chuck mcgill moment
1107	MUHARREM SEKMEN	BİLİYORUM YİNE DURMAZSIN BENDEN GERÇEĞİN AMACINI İSTERSİN. ONUN ASLINI SÖYLERİM. FAKAT ONA SAYGI ŞARTIYLA. ÖYLE ACIDIRKİ GERÇEĞİN AMACI ONU BİLENLER SADECE AĞLAR. MANTIĞINI EMİN KILACAĞIM. GERÇEKTE BİLENLER ONU YAŞAMAZ HİÇ BİRŞEY İSTEMEZLER. BANA SÖZ VER ONUN İÇİN YAŞAYACAĞIM DE. HAYIIR SEN BİR BAŞLANGIÇ NOKTASISIN. HAYIR BANA GELME. BİR ÇOCUĞA GİT. BİR ÇOCUK GERÇEĞİN SON NOKTASIDIR. SEN ÇOCUĞU ARIYORSUN. ÇOCUK HEP KAYIP BİLMİYORSUN. ÇOCUĞUN SIRRINI VEREMEM HAYIR. ONU BULURSUN. SEN ÇOK GÜÇLÜSÜN. ÇOCUK SANA DAYANAMAZ. SANA ÇOCUK KADAR DEĞER VERİRİM. ÇOCUK HEP KAYIP UNUTMALISIN. GERÇEKLER GÜÇLÜ BAŞLAR ZAYIF BİTER HATIRLAMALISIN.
1108	MUHARREM SEKMEN	HER KORKU BİR BOŞLUK. BİR KORKU DEPRESYON
1109	MUHARREM SEKMEN	BİLGELER BİLİRLER. BİLGE MANTIKLI KONUŞUR. SIRRA SEBEP VAR.
1110	MUHARREM SEKMEN	BEN SAÇMALAMAKTAN KEYİF ALIYORUM.
