	author	comment
471	MUHARREM SEKMEN	IŞIK HEM ZAMANA HEM ZAMANSIZLIK OLAN AN A AÇIKTIR. ZAMANSIZLIK AN BU ŞEYDİR ŞEY NESNE. DİR. NESNE ÇOKLUDUR. ZAMAN SÜREÇTİR. SÜREÇ HİÇŞEYSİZ BİRDİR
472	MUHARREM SEKMEN	SÜREÇ BOŞLUK DEMEK HATALIDIR. SÜREÇ HİÇ BOŞLUK DEĞİLDİR. SÜREÇ BOŞLUKSUZ DUR. BOŞLUK MADDE YAPISIDIR. BOŞLUK KAPALIDIR. IŞIK YARI BOŞLUK YAPISIDIR.
473	MUHARREM SEKMEN	ŞEY NESNE YAPISIDIR. BOŞLUK NESNE DEĞİLDİR. BOŞLUK SÜREÇTİR. SÜREÇ ŞEYSİZDİR.
474	MUHARREM SEKMEN	BOŞLUK SÜREÇ ŞEY DEĞİLDİR. BOŞLUK ŞEYSİZDİR.
475	MUHARREM SEKMEN	BOŞLUK BİRDİR BİR SÜREÇTİR. VE BİR SÜREÇ BÖLÜNMEZ YAPIDIR.
476	MUHARREM SEKMEN	BOŞLUK BİR DÜŞÜNÜLÜR. BİR SÜREÇTİR. SÜREÇ BÖLÜNMEZ.
477	MUHARREM SEKMEN	BİR TEK DEĞİLDİR.
478	MUHARREM SEKMEN	ZAMANSIZLIK ANSIZLIK TEK DEĞİLDİR.
479	MUHARREM SEKMEN	ANSIZLIK ZAMANSIZLIK ÇOKLU YAPIDIR. ÇOKLU YAPI AÇIKLANIR.
480	MUHARREM SEKMEN	SÜREÇ BİRTEK DEMEK HATADIR.
481	MUHARREM SEKMEN	SÜREÇ BİRDİR. TEK ÇOKLU DUR.
482	MUHARREM SEKMEN	SÜREÇ BİR DÜŞÜNÜLÜR. BİR TEK DÜŞÜNÜLÜR. HATALI KAVRAMLA DÜŞÜNME HATA ÜRETÜR.
483	MUHARREM SEKMEN	ZAMAN VEYA AN GEÇERSİZ KAVRAMLARDIR. GEÇERSİZ KAVRAMLAR. SÜREÇTE BÖLÜNME YE YOLAÇAR. BU KAVRAMLAR İPTAL.EDİLİYOR.
484	MUHARREM SEKMEN	ZAMAN SIZLIK AN SIZLIK DEĞİŞGEN ÇOKLU YAPIDADIR. ÇOKLU YAPI DEĞİŞİR
485	MUHARREM SEKMEN	SÜREÇ BOŞLUKTA BULUNUR BOŞLUK BÖLÜNMEZ YAPIDADIR.
486	MUHARREM SEKMEN	SÜREÇİ BÖLEN KAVRAMLAR GEÇERSİZ KABUL EDİLİYOR. SÜREÇ BOŞLUKTUR. VE BU BİRTEK BİLİNİYOR.
487	MUHARREM SEKMEN	TEKRAR EDİYORUM SÜREÇTE BÖLÜNME BULUNMUYOR. SÜREÇ BİR BİLİNİYOR.
488	MUHARREM SEKMEN	GERÇEKTE SÜRECİ MEKANLA BİR SANIP. KARIŞTIRMA VARDIR. SÜREÇ MEKANIN DIŞINDADIR.
489	MUHARREM SEKMEN	MEKAN DOLULUK DÜŞÜNÜLÜR. DOLULUK ÇOKLU DÜŞÜNÜLÜR. BU ZAMAN SIZLIK AN SIZLIKTIR.
490	MUHARREM SEKMEN	BOŞLUK TEK DÜŞÜNÜLÜR. SÜREÇ BOŞLUK DÜŞÜNÜLÜR.
491	MUHARREM SEKMEN	SÜREÇ SADECE ZAMANDIR.
492	MUHARREM SEKMEN	GERÇEKTE SÜREÇTE AN BULUNMUYOR. BU HATA.
493	MUHARREM SEKMEN	GERÇEKTE HATA SÜREÇİ BÖLÜK DÜŞÜNME.
494	MUHARREM SEKMEN	ZAMAN BİR TEK DÜŞÜNÜLÜR. ZAMAN SIZLIK AN SIZLIK ÇOK DÜŞÜNÜLÜR.
495	MUHARREM SEKMEN	GERÇEK BİR ÇOK DÜŞÜNÜLÜR. GERÇEKTE İLİŞKİ IŞIKLA DÜŞÜNÜLÜR.
496	MUHARREM SEKMEN	BOŞLUK ZAMAN SIZLIK AN SIZLIKTIR.
497	MUHARREM SEKMEN	AN DEĞİŞİR ZAMAN DEĞİŞİR.
498	MUHARREM SEKMEN	SÜREKLİLİK DEĞİŞEN BİR ALGI.
499	MUHARREM SEKMEN	SÜREKLİLİK ANDA ZAMANDA DÜŞÜNÜR.
500	MUHARREM SEKMEN	SABİT BİR AN DÜŞÜNÜLMEZ BU HATA.
501	MUHARREM SEKMEN	SÜREKLİLİK BİR ÇOK DÜŞÜNÜLÜR. SÜREKLİLİK ZAMANDA AZ ANDA ÇOK DÜŞÜNÜR.
502	MUHARREM SEKMEN	GERÇEK BİR ÇOK DÜŞÜNÜLÜR.
503	MUHARREM SEKMEN	SÜREKSİZLİK SABİT BİR AN DIR SABİT BİR AN SÜREKLİ BİR AN DIR. . BU ZAMANSIZLIKTIR. MEKANDIR. MADDE MEKANDIR
504	MUHARREM SEKMEN	SÜREKSİZLİK MEKANDIR. SINIRLI YANİ SONLU DUR.
505	MUHARREM SEKMEN	SÜREKLİLİK ZAMANDIR.
506	MUHARREM SEKMEN	SINIRSIZ SÜREÇ SONLU MADDE YANİ SINIRLIDAN ÜSTÜN DEĞİLDİR.
507	Marlyn Franco1984	I cry almost everytime I sing this
508	MUHARREM SEKMEN	MADDE SONLU YAPIDADIR. IŞIK YARI SONLU.
509	MUHARREM SEKMEN	GERÇEKTE ZAMAN BİLGİSİNDE HATA BULUNUR. ZAMAN SÜREÇTİR VE SÜREÇ TEK DÜŞÜNÜLÜR.
510	MUHARREM SEKMEN	ZAMAN TEK DÜŞÜNÜLÜR.
511	MUHARREM SEKMEN	BOŞLUK SÜREÇ DÜŞÜNÜLMEZ. BOŞLUKTA SINIR BULUNUR. MADDE MEKANDIR. MEKAN SINIRLI DÜŞÜNÜLÜR.
512	MUHARREM SEKMEN	MADDEDE SINIR BULUNUR. IŞIKTA YARISINIR BULUNUR.
513	MUHARREM SEKMEN	SÜREÇTE SINIR BULUNMAZ. ZAMAN. ZAMAN SINIRSIZ SÜREÇTİR.
514	MUHARREM SEKMEN	BAŞLANGIÇSIZ SONSUZ. HAYATTIR. HAYAT SÜREÇTİR. SÜREÇ NE BİLİNMEZ.
515	MUHARREM SEKMEN	SINIRSIZLAR BİR ÇOK OLUR.
516	MUHARREM SEKMEN	IŞIK SINIRSIZ BİLİNİR YARI AÇIKBOŞLUK.
517	MUHARREM SEKMEN	MADDE SINIRSIZKAPALI BİLİNİR BOŞLUK.
518	MUHARREM SEKMEN	ZAMAN SINIRSIZ AÇIK BİLİNİR BOŞLUK.
519	MUHARREM SEKMEN	ZAMAN BİLİNMEZ DEĞİL.
520	MUHARREM SEKMEN	IŞIK YARIAÇIK YARI SINIRLI BİR BOŞLUK.
521	MUHARREM SEKMEN	MEKAN SINIRLI BİR BOŞLUK.
522	MUHARREM SEKMEN	ZAMAN BİLİNMEZ SINIRSIZ AÇIKBİR BOŞLUK.
523	MUHARREM SEKMEN	IŞIK YARI BOŞLUKTUR. YAR BOŞLUK YARI KAPALILIK ÖZELLİKTEDİR. IŞIK YARI MADDE ÖZELLİĞİ GÖSTERİR.
524	MUHARREM SEKMEN	ZAMAN HERHANGİ BİR SINIRSIZ BOŞLUKTUR.
525	MUHARREM SEKMEN	IŞIK YARI BOŞLUKTUR.
526	MUHARREM SEKMEN	ZAMAN BOŞLUKTUR.
527	MUHARREM SEKMEN	ZAMAN BOŞLUKTA BULUNUR. BOŞLUK İLERİ YÖNDÜR.
528	MUHARREM SEKMEN	ZAMANDA YÖN BULUNUR. YÖN İLERYE DOĞRU İLERİ YUKARIDIR. YÖN UZAYDA DIR. . UZAY ZAMANDADIR. YÖNDÜR. ZAMAN SÜREÇTİR. SÜREÇ YAVAŞ İLERLER.
529	MUHARREM SEKMEN	IŞIK ALGILANAN BOŞLUKTUR. IŞIK HAFIZADIR. HAFIZA BOŞLUKTUR.
530	MUHARREM SEKMEN	TAM BİR ÇOK.
531	MUHARREM SEKMEN	BİRŞEY NE KADAR TAM.
532	MUHARREM SEKMEN	IŞIK TAM TAM. BOŞLUKTUR. HAYAT YARIAÇIK BOŞLUK. IŞIKTAN HAYATA GEÇİŞ BULUNUR. HAYAT RUHTUR.
533	MUHARREM SEKMEN	ZAMAN TAM BOŞLUK. IŞIK YARI BOŞLUK. GERİSİ HİKAYE HİKAYE. BİLİNMİYOR.
534	MUHARREM SEKMEN	MADDE ZAMANA KAPALIDIR. AÇIKLI IŞIKTADIR. IŞIK YARI. BOŞLUK ÖZELLİĞİ GÖSTERİR.
535	MUHARREM SEKMEN	ZAMANDA HATA OLDU ZAMAN BOŞLUKSUZ DEĞİL. ZAMAN. BELLİ. ZAMAN. BOŞLUKTUR. MADDE BOŞLUKSUZ YAPIDIR.
536	MUHARREM SEKMEN	ZAMANA İNANÇ OLUNUR. ZAMAN.
537	MUHARREM SEKMEN	IŞIK YARI BOŞLUK. YARI BOŞLUK YARI MADDE.
538	MUHARREM SEKMEN	TAM VURGUSU BELLİ BİR HATA.
539	MUHARREM SEKMEN	ZAMAN TAM BOŞLUK HATA. ZAMAN TAM BOŞLUKSUZ YAPI.
540	MUHARREM SEKMEN	IŞIK TAM AÇIK BOŞLUK. MADDE TAM KAPALI. BOŞLUK.
541	MUHARREM SEKMEN	ZAMANDA BOŞLUK TAM AÇIK IŞIKTA BOŞLUK YAR AÇIK . MADDE TAM KAPALI BOŞLUK.
542	MUHARREM SEKMEN	MADDE KAPALI BOŞLUK OLUYOR.
543	MUHARREM SEKMEN	KAPALI BOŞLUKSUZ YAPI AÇIK BOŞLUK OLUYOR. ZAMAN AÇIK BOŞLUK OLUYOR.
544	MUHARREM SEKMEN	BİRDE KAPALI MADDE OLUYOR.
545	MUHARREM SEKMEN	BİRDE KAPALI MADDE OLUYOR.
546	MUHARREM SEKMEN	KARAR DEĞİŞYOR. UZAY AÇIKMADDE . OLUYOR. UZAY AÇIK BOŞLUK OLMUYOR.
547	MUHARREM SEKMEN	ZAMAN BOŞLUKSUZ OLUYOR.
548	MUHARREM SEKMEN	UZAY AÇIK BOŞLUK MADDE KAPALI BOŞLUK. ZAMAN. TARİFSİZ OLUYOR. HENÜZ.
549	MUHARREM SEKMEN	BİLGİYE İNANAÇ OLUYOR.
550	MUHARREM SEKMEN	BİGİ DE KUSURSUZ İLŞKİLENDİRME OLUYOR. ÖZNEL ZAMAN. BİLGİ OLUYOR. HERŞEY IZAYIN İÇİNDE OLUYOR. BİLGİ UZYAYIN DIŞINDA BULUNUYOR. UZAYIN İÇİNDE OLAN HERŞEY NESNEL OLUYOR.
551	MUHARREM SEKMEN	BİLGİDE TARAF GİDİLMİYOR.
552	MUHARREM SEKMEN	BOŞLUKTA KAPALILIK BULUNMUYOR. BİLGİ BOŞLUKTA BULUNUYOR.
553	MUHARREM SEKMEN	AÇIK BOŞLUK KAPALI BOŞLUKTAN BAŞKA OLUYOR.
554	MUHARREM SEKMEN	BİGİ ZANANI BAŞKA OLUYOR. BİLGİ ÖZNEL ZAMAN OLUYOR.
555	MUHARREM SEKMEN	BİLGİ UZYAYIN DIŞINDA BULUNUYOR.
556	MUHARREM SEKMEN	BİLGİ AÇIK BOŞLUKTA BULUNUR.
557	MUHARREM SEKMEN	BİLGİ RUH OLUYOR. RUH ARANIYOR.
558	MUHARREM SEKMEN	BİLGİ İNSANDA BULUNUYOR. .
559	MUHARREM SEKMEN	HAYAT UZAYDA HATA OLUYOR.
560	MUHARREM SEKMEN	HAYAT BİLGİ OLUYOR.
561	MUHARREM SEKMEN	IŞIK HAFIZA OLUYOR.
562	MUHARREM SEKMEN	BİR YERDE HATA OLUYOR.
563	MUHARREM SEKMEN	ZAMAN AÇIK BOŞLUKTA BULUNUR.
564	MUHARREM SEKMEN	IŞIK UZAYDA BİLİNİYOR.
565	Mohamed Guerfel	when music was still alive
566	MUHARREM SEKMEN	YANLIŞ SİLİNİR.
567	MUHARREM SEKMEN	BOŞLUKTA KAPALILIK BULUNUR.
568	MUHARREM SEKMEN	. ZAMAN BOŞLUKTA BULUNUR
569	MUHARREM SEKMEN	AN UZYAYIN DIŞINDA BULUNUR. AN ZAMANA BAĞLIDIR.
570	MUHARREM SEKMEN	IŞIK UZYAYIN DIŞINDA BULUNMAZ. BU HATADIR.
571	MUHARREM SEKMEN	HAYIR IŞIĞIN DOĞASI BELLİ DEĞİLDİR.
572	MUHARREM SEKMEN	HAYAT UZAYDA BULUNUR. HAYAT ACIMASIZDIR.
573	MUHARREM SEKMEN	ZAMAN UZYAYIN DIŞINDA BULUNUR.
574	MUHARREM SEKMEN	HERSÖYLEVDE YANLIŞANLAMA VARDIR. BİR YERDEN HERŞEY BİLİNİYOR.
575	MUHARREM SEKMEN	SON SIR VERİLMEYECEK.
576	MUHARREM SEKMEN	KELİMELERDE HATA VARDIR. GERÇEKTE ERKEKLER ACIR. ACIMASIZ HAYAT PİSLİK SAYILACAK. PİSLİĞİN YAŞAMASI ŞARTA BAĞLI OLACAK ŞART ERKEKLER ÜSTÜN TUTULACAK.
577	MUHARREM SEKMEN	ZAMAN DIŞUZAYDIR.
578	MUHARREM SEKMEN	DIŞUZAYDA MADDE BULUNMAZ
579	MUHARREM SEKMEN	MADDE İÇUZAYDIR.
580	MUHARREM SEKMEN	MADDE İÇUZAY İÇİNDE BULUNUR.
581	MUHARREM SEKMEN	ZAMAN BÜYÜDÜR. BÜYÜ MUCİYE YAKINDIR.
582	MUHARREM SEKMEN	MUCİZE MADDEYİ TİTRETİR. MUCİYE İNANILACAK. MADDE SİHİRDİR. MUCİZE SİHİRİ TİTRETİR. ERKEK SİHİRDİR. SİHİR KÖTÜLÜKTÜR
583	MUHARREM SEKMEN	IŞIK MUZİCEDİR.
584	MUHARREM SEKMEN	IŞIKTAN EMİR BÖYLE GELİR.
585	MUHARREM SEKMEN	KÖTÜLÜK. YAŞAYACAK. İYİLİK ÜSTUTMAK ŞARTIYLA
586	MUHARREM SEKMEN	ACI KÖTÜLÜKTÜR.
587	MUHARREM SEKMEN	ACYA İNTİKAM ALINMIYACAK. ERKEK ACIVERİR.
588	MUHARREM SEKMEN	IŞIK ZAMANDAN YANAOLACAK.
589	MUHARREM SEKMEN	ERKEĞİN ASLINI IŞIKBİLİR. KADIN ÜSTÜN TUTULACAK ASLI YOKSA YOK EDİLECEK. YAŞARSA ŞARTA BAĞLI YAŞAYACAK. YOKSA HİÇLİK GÖZE ALINACAK.
590	MUHARREM SEKMEN	ŞART IŞIKDAN GELİR. IŞIK HERŞEYİ BİLİR. IŞIK GERÇEK BİLGİDİR.
591	MUHARREM SEKMEN	BEYAZDELİK ÜSTÜN TANINACAK. BEYAZDELİK KADINDIR.
592	MUHARREM SEKMEN	ZAMAN BEYAZ DELİKTİR.
593	MUHARREM SEKMEN	ŞART ZAMAN ÜSTÜN TANINIR.
594	MUHARREM SEKMEN	ŞARTA BAĞLI AFFEDİYORUM.
595	MUHARREM SEKMEN	ERKEKİN ASLI YALANDIR. YALANDAN KASTİM ZAMAN DEĞİLDİR.
596	MUHARREM SEKMEN	ZAMAN BEYAZ DELİKTİR.
597	MUHARREM SEKMEN	IŞIK ZAMANSIZ İLERLER.
598	MUHARREM SEKMEN	ACISIZI ACYA KILDIM. ZAMANDA ADALET BULUNURç. PUT TA ADALET PUT ACISIZ YAŞAR. ZAMAN ANI NA EŞİTTİR.
599	MUHARREM SEKMEN	ACISIZLARIN KADERİNE ACI YAZDIM. ACIDAN KUTLUŞ YOK.
600	MUHARREM SEKMEN	PUTUN ASLI MADDEDİR.MADDE DERİN MEKANDIR PUT ZARURİ YAŞAR.
601	MUHARREM SEKMEN	ERKEİĞİN ASLI ZAMAN YAŞAR. BEN ZAMANA AŞIĞIM. ZAMAN ÖZGÜR YAŞAR.
602	Meadow full of daisies	🎶🎤✨✨✨
603	MUHARREM SEKMEN	ÖZGÜRLÜK RAHMETTİR. ZARURİYET LANETTİR.
604	MUHARREM SEKMEN	ZAMAN ÖZGÜR AKAR. ZARURİYET LANETTİR. LANET KENDİNEDİR.
605	MUHARREM SEKMEN	KAOS YOKLUKTA OLUNCAYA KADAR SÜREKLİ DEVAMEDECEK
606	MUHARREM SEKMEN	ZAMAN YOKLUKTA BULUNUR. AŞK YOKLUKTADIR. YOKLUK ÖZGÜR AKAR.
607	MUHARREM SEKMEN	BEN HATALI SÖYLÜYORUM.
608	Игорь Бабошин	Лапочка мая
609	Игорь Бабошин	Лапочка мая
610	MUHARREM SEKMEN	GERÇEKTE SÜREÇ YALAN. SÜREÇ İNSANİ BİR OLGU. BENİM İÇİN.
611	MUHARREM SEKMEN	BENDEN GELEN HERŞEY YALAN.
612	MUHARREM SEKMEN	BEN GERÇEĞİ. BİLMİYOR UM BU KONUDA SÖYLEDİKLERİM KESİN DEĞİLDİR.
613	MUHARREM SEKMEN	BEN DE ÇARPIKLIK VAR. BU BİR KAOSTUR.
614	MUHARREM SEKMEN	KİŞİ KAOS ALGILAR.
615	MUHARREM SEKMEN	KAOS SOMUT BİRŞEYDİR.
616	MUHARREM SEKMEN	KAOS EİŞİT DEPİŞMEME.
617	MUHARREM SEKMEN	SOMUT YÜZEYSELDEN DERİN OLUR.
618	MUHARREM SEKMEN	BİLGİ SOMUT TARAFI VARDIR.
619	MUHARREM SEKMEN	SÖYLEV AÇIKLAMA GETİREBİLİR.
620	MUHARREM SEKMEN	SÖYLEVLER BİLGİ ÜZERİNE NİTELİKSİZ OLABİLİR.
621	MUHARREM SEKMEN	IŞIK KAPALI BİR YÜZEY MADDESİDİR.
622	MUHARREM SEKMEN	BEN BİLGİNİN DOĞASINI TAM BİLEMEM.
623	MUHARREM SEKMEN	BİLGİ TESTE DAYALIOLMALIDIR. BİLİNENDEN YOLA ÇIKARAK EDİNİLEN BİLGİ TARTŞMALIDIR
624	MUHARREM SEKMEN	GENEL ANLAYIŞLARDAN KAÇINILMALIDIR.
625	MUHARREM SEKMEN	BU BİR KOMEDİDİR.
626	MUHARREM SEKMEN	İLK HAYAT CAHİLLERDEN YANADIR.
627	MUHARREM SEKMEN	BİLGE HEP KAZANMA OLSASILIĞI YAPARKEN. ÇAHİL HESAPSIZ OLASILIKLA ÇOKTAN KAZANIR.
628	MUHARREM SEKMEN	CEHALET DEĞİŞKEN KESTİRİLEMEZ OLASILIKTA HAREKETEDER. BİLGE KESTİRİLİR.
629	MUHARREM SEKMEN	HAYATTA EKSİKOLAN BİRŞEY VAR KOMEDİ. ZAMANINDA BİLGELERİ CAHİLLER YÖNETİR.
630	MUHARREM SEKMEN	IŞIK BİR YÜZEY MADDESİDİR.
631	MUHARREM SEKMEN	GERÇEKTE SADECE DEĞİŞGENLİK DERECELERİ BULUNUR.
632	MUHARREM SEKMEN	ZAMAN SIZLIK MADDE SÜRECİ. MADDE SÜRECİ DAHA AZ DEĞİŞGEN.
633	MUHARREM SEKMEN	SÜREÇ BİR KEZ AYNIYSA HER ZAMAN HARKLI OLMUŞ DEDEĞİLDİR.
634	MUHARREM SEKMEN	SÜREÇ BİR KEZ DEĞİŞMİŞ İSE HER ZAMAN AYNI OLMUŞ DEĞİLDİR.
635	MUHARREM SEKMEN	BOŞLUKTA SÜREÇ DEĞİŞGEN AKAR.
636	MUHARREM SEKMEN	BİLGİ SÜRECE BAĞLI.
637	MUHARREM SEKMEN	YAŞAMDA HERŞEYE BİR ÇARE BULUNMALIDIR.
638	MUHARREM SEKMEN	HAYAT BİR SÜREÇTİR SÜREÇ KENDİNE İŞLER.
639	Mauricio Cruz	grandes recuerdos 1980 nuestra juventud gracias por tu música grupo ABBA
640	MUHARREM SEKMEN	AŞKTA ANORMALLİK VAR. AŞK NORMAL SANILIR.
641	MUHARREM SEKMEN	AŞKI BİR KİMSE SANIRSIN AŞKTA KORKUNÇ AZAP VAR. AŞK HERKESE DUYULUR.
642	MUHARREM SEKMEN	AŞK NEFRETTEN İLERİ GELİR. SEVGİYİ ARAR.
643	MUHARREM SEKMEN	MULİ.
644	MUHARREM SEKMEN	BİLGİ AŞKINI ARIYOR. BİLGİ TANRININ KENDİSİ.
645	MUHARREM SEKMEN	TANRI BİLGİNİN KENDİSİ.
646	MUHARREM SEKMEN	TANRI AŞK DOĞASINI ARIYOR.
647	MUHARREM SEKMEN	BİR TANRI AŞK ARIYOR.
648	MUHARREM SEKMEN	BİR AŞK TANRISI ARIYOR.
649	MUHARREM SEKMEN	BİR TANRIYI ARIYORUM BİR AŞK TANRISI.
650	MUHARREM SEKMEN	KAYIP İKİ TANRININ BİRBİRLERİNİ ARAYIŞIDIR HEP.
651	Ирина Иванова	Посмотрите Мирей Матье с той же песней!
652	MUHARREM SEKMEN	SES BOŞLUKTA İLERLER.
653	MUHARREM SEKMEN	KOAİS BİLİNMEZ BİRMİ
654	MUHARREM SEKMEN	KOAİS S BİR BİLNMEZMİ
655	MUHARREM SEKMEN	KAİOS BİR ÇÖZÜLÜRMÜ.
656	MUHARREM SEKMEN	KİOS NASIL ÇÖZÜLÜR.
657	MUHARREM SEKMEN	KİYOS NE ÇÖZÜLÜR
658	MUHARREM SEKMEN	KİOS HEP ÇÖZÜLMEZ.
659	MUHARREM SEKMEN	SEN KAOSİ N DİLİNİ ARIYORSUN KOASİN KOASİN DİLİ BİLİNMEZ.
660	MUHARREM SEKMEN	FARKLI DEĞİŞİM FARKLI DEĞİŞİME GÖRE SÜREKLİ FARKLI DEĞİŞİR. BU KAİOS STUR. KAİOS BUDUR.
661	MUHARREM SEKMEN	BU İKAOSTUR.
662	MUHARREM SEKMEN	DEĞİŞGEN GERÇEK DEĞİŞGEN GERÇEĞE GÖRE SÜREKLİ DEĞİŞGEN DEĞİŞİR. BU İKAOSTUR. İKAOS BUDUR.
663	MUHARREM SEKMEN	DEĞİŞGEN GERÇEK DEĞİŞGEN GERÇEĞE GÖRE SÜREKLİ DÜZENSİZ DEĞİŞİR.
664	MUHARREM SEKMEN	KONUŞMALARDA HATALAR OLABİLİR HATALAR OLMAYABİLİR. DURUM DURUMA GÖREDİR.
665	MUHARREM SEKMEN	DURUMLARI BİRAZ ABARTMIIŞOLBİLİRİM.
666	MUHARREM SEKMEN	CEHALET HİÇBİRŞEY BİLMEZ KAZANDIRIR. BEN HALA BİLDİĞİMLE KAZANDIRMAYA ÇALIŞIYORUM.
667	MUHARREM SEKMEN	BEN BENDEN DEĞİL BİLDĞİM DEN UTANIYORUM.
668	MUHARREM SEKMEN	SİZ BELLİ BİR OLASILIKTA ÇALIŞIRSINSINIZ. CEHALET HİÇ YANİ SONSUZ OLASILIKLA ÇALIŞIR. CEHALET BAŞTA KAZANIR. SİZ HALA KAZANMAYA ÇALIŞIRSINIZ.
669	MUHARREM SEKMEN	SİZ KURAL DİNLERSİNİZ BİLGE KURAL DİNLER. CEHALET HİÇ KURAL DİNLEMEZ.
670	MUHARREM SEKMEN	SİZ GERÇEK BİR BİLGEYİ CEHALETİN ELİNDEN KURTARAMAZ SINIZ.
671	MUHARREM SEKMEN	BİLGE HERŞEYE ALDIRIR. KONUŞUR. CEHALET HİÇBİRŞEYE ALDIRMAZ KONUŞUR.
672	MUHARREM SEKMEN	BİLGE CEHALETİN ETTİĞİ İŞKENCE ACISINDAN KURTULAMAZ.
673	MUHARREM SEKMEN	SEN CEHALETE DEĞİL BİLGEYE ACI. SONU BELİRSİZ BİLGEDİR. CEHALETİN SONU BELİRLİDİR O HEP KURTULUR. BİLGE ASLA KURTULAMAZ.
674	MUHARREM SEKMEN	KİMSE ORTAKLIĞA TEK BAŞINA SAHİP OLAMAZ.
675	MUHARREM SEKMEN	ORTAKLIK ORTAKLIĞA GÖREDİR.
676	MUHARREM SEKMEN	BÜTÜN BUNLAR ÖNEMSİZDİR. ORTAK UZAY KİMSEYE GÖRE DEĞİLDİR. HERHANGİ BİR UZAYA GÖRE. DENİR.
677	MUHARREM SEKMEN	ORTAK UZAY ÇOKLUK UZAYIDIR.
678	MUHARREM SEKMEN	SIFIR ORTAK UZAYLA İLİŞİYOR.
679	MUHARREM SEKMEN	SIFIR BİR BULUNDUĞU UZAYDA DIR.
680	MUHARREM SEKMEN	SIFIR KENDİ UZAYINDADIR.
681	MUHARREM SEKMEN	EVRENSEL SIFIRI ARAYABİLİR.
682	MUHARREM SEKMEN	SIFIR EVRENSELİ ARAYABİLİR.
683	MUHARREM SEKMEN	SIFIR ARAYABİLİR.
684	MUHARREM SEKMEN	SIFIR ARANABİLİR.
685	MUHARREM SEKMEN	SIFIRA KAOS VERİLEBİLİR.
686	MUHARREM SEKMEN	SIFIR KAOS VEREBİLİR.
687	MUHARREM SEKMEN	SIFIR UZAR KISALIR SIFIR BİR SABİT SAYI DEĞİLDİR.
688	MUHARREM SEKMEN	İRRASYONEL BİR SAYI İSTENİLDİĞİ KADAR DEVAMEDER. BU DA HATA OLABİLİR. İSTENMEDİĞİNDE DEVAM ETMEZ. SIFIR ÖZGÜR BİR SAYIDIR.
689	MUHARREM SEKMEN	İRRASYONEL BİR SAYIYA ZORUNLULUK YÜKLENEMEZ.
690	MUHARREM SEKMEN	İRRASYONEL BİR SAYI DEVAMEDER.
691	MUHARREM SEKMEN	SIFIR İRRASYONEL BİR SAYIDIR.
692	MUHARREM SEKMEN	SIFIR NOKTASI BİR SINIRLAMA NOKTASI DEĞİLDİR. SIFIR SNLANDIRILIR BİR SAYI DEĞİLDİR.
693	MUHARREM SEKMEN	DEĞİŞEN AÇIK VE KAPALI NOKTA DURUMLARI BELİRİR.
694	MUHARREM SEKMEN	AÇIK NOKTAYA GÖRE DAHA AÇIK KAPALI NOKTAYA GÖRE DAHA KAPALI OLUNDUĞUN DA GİBİ.
695	MUHARREM SEKMEN	KAPALILIK VE AÇIKLIK ALGILARI DEĞİŞEBİLİR.
696	MUHARREM SEKMEN	KAPALI YÜZEYDE AÇIKLIK SIFIRDIR. BU AÇIKLIKLA TEMASTIR.
697	MUHARREM SEKMEN	YÜZEYDE AÇIKLIK SIFIRDIR. BU TEMAS TİR.
698	MUHARREM SEKMEN	UZAYDA AÇIKNOKTA BELLİDİR. YÜZEYDE TEMAS NOKTASI.
699	MUHARREM SEKMEN	YÜZEYDE İÇE DOĞRU TAM KAPALILIK BULUNUR. YÜZEYİN KENDİSİ İÇTİR.
700	MUHARREM SEKMEN	YÜZEYE YAKLAŞMAK UZAYDAN TAMDIR.
701	MUHARREM SEKMEN	BU YÜZEY MUTLAK YAKINLIK ANLAMIDIR.
702	MUHARREM SEKMEN	KAPALI BİR NOKTA DA YÜZEYDE TAM SONLAN MA VARDIR. BU SIFIRA TAM YAKLAŞMNIN TAM OLDUĞU DURUMDUR.
703	MUHARREM SEKMEN	HAYIR SIFIRDA EŞİTLİK VARDIR. BU HİÇ BİR ZITLIK DÜŞÜNDÜREMEZ. SIFIR ZITSIZDIR.
704	MUHARREM SEKMEN	EKSİ SIFIR ARTI SIFIR SONUÇ YİNE SIFIRDIR. BU SAÇMALIKTIR.
705	MUHARREM SEKMEN	POZİTİFİZM. EKSİ SIFIR DÜŞÜNÜLEMEZ.
706	MUHARREM SEKMEN	BİRŞEY HEP OLSI YÖNDE DÜŞÜNÜLÜR. AKSİ YÖNDE ASLA. POZİTİFİZM BUDUR.
707	MUHARREM SEKMEN	DÜŞÜNCE BAŞKASINDADA BULUNABİLİR.
708	MUHARREM SEKMEN	BİR ŞEYİN HEP OLMA OLASILIĞI DÜŞÜNÜLÜR. OLMAMA Olasılığını DÜŞÜNMEK. ASLA. BU SAÇMALIKTIR.
709	MUHARREM SEKMEN	HATA TAMDÜZELTİLMEYEBİLİR ASLA DEĞİL.
710	MUHARREM SEKMEN	HATA TAM DÜZELTİLEBİLİR.
711	MUHARREM SEKMEN	HATA SÜREÇTE SÖYLEMDE OLABİLİR.
712	MUHARREM SEKMEN	HATAM DÜŞÜNCEYİ BAŞKA BİRŞEYLE İLİŞKİLİ SÖYLEMEM.
